2za1A1.pdb1	2za1B1.pdb1	2371.55
4zagA5.pdb1	4zagA3.pdb1	567.35
4zagA7.pdb1	4zagA12.pdb1	825.35
4zagA7.pdb1	4zagA2.pdb1	824.75
4zagA7.pdb1	4zagA9.pdb1	572.75
4zagA7.pdb1	4zagA4.pdb1	567.35
4zagA12.pdb1	4zagA10.pdb1	1530.2
4zagA12.pdb1	4zagA2.pdb1	829.15
4zagA12.pdb1	4zagA3.pdb1	572.3
4zagA11.pdb1	4zagA1.pdb1	572.3
4zagA11.pdb1	4zagA9.pdb1	1530.2
4zagA11.pdb1	4zagA4.pdb1	829.15
4zagA11.pdb1	4zagA8.pdb1	572.75
4zagA1.pdb1	4zagA9.pdb1	829.15
4zagA1.pdb1	4zagA3.pdb1	1531.9
4zagA1.pdb1	4zagA8.pdb1	567.35
4zagA10.pdb1	4zagA2.pdb1	572.3
4zagA10.pdb1	4zagA3.pdb1	829.15
4zagA10.pdb1	4zagA8.pdb1	825.35
4zagA2.pdb1	4zagA4.pdb1	1531.9
4zagA9.pdb1	4zagA4.pdb1	572.3
4zagA3.pdb1	4zagA8.pdb1	824.75
2za7A23.pdb1	2za7A18.pdb1	641.05
2za7A23.pdb1	2za7A24.pdb1	1331.4
2za7A23.pdb1	2za7A17.pdb1	596.25
2za7A23.pdb1	2za7A16.pdb1	596.5
2za7A23.pdb1	2za7A21.pdb1	640.65
2za7A23.pdb1	2za7A19.pdb1	51.5
2za7A15.pdb1	2za7A7.pdb1	51.5
2za7A15.pdb1	2za7A6.pdb1	641.05
2za7A15.pdb1	2za7A5.pdb1	596.25
2za7A15.pdb1	2za7A14.pdb1	596.5
2za7A15.pdb1	2za7A17.pdb1	640.65
2za7A15.pdb1	2za7A16.pdb1	1331.4
2za7A13.pdb1	2za7A4.pdb1	641.05
2za7A13.pdb1	2za7A5.pdb1	640.65
2za7A13.pdb1	2za7A14.pdb1	1331.4
2za7A13.pdb1	2za7A1.pdb1	51.5
2za7A13.pdb1	2za7A3.pdb1	596.25
2za7A13.pdb1	2za7A12.pdb1	596.5
2za7A7.pdb1	2za7A18.pdb1	596.25
2za7A7.pdb1	2za7A6.pdb1	640.65
2za7A7.pdb1	2za7A8.pdb1	1331.45
2za7A7.pdb1	2za7A20.pdb1	596.5
2za7A7.pdb1	2za7A17.pdb1	641.05
2za7A4.pdb1	2za7A2.pdb1	593.4
2za7A4.pdb1	2za7A5.pdb1	50.9
2za7A4.pdb1	2za7A1.pdb1	640.65
2za7A4.pdb1	2za7A3.pdb1	1325.5
2za7A4.pdb1	2za7A9.pdb1	596.25
2za7A18.pdb1	2za7A20.pdb1	593.4
2za7A18.pdb1	2za7A17.pdb1	1325.5
2za7A18.pdb1	2za7A21.pdb1	50.9
2za7A18.pdb1	2za7A19.pdb1	640.65
2za7A2.pdb1	2za7A10.pdb1	645.1
2za7A2.pdb1	2za7A8.pdb1	645.1
2za7A2.pdb1	2za7A20.pdb1	51.1
2za7A2.pdb1	2za7A1.pdb1	1331.45
2za7A2.pdb1	2za7A9.pdb1	596.5
2za7A24.pdb1	2za7A11.pdb1	596.5
2za7A24.pdb1	2za7A14.pdb1	51.1
2za7A24.pdb1	2za7A16.pdb1	645.1
2za7A24.pdb1	2za7A21.pdb1	593.35
2za7A24.pdb1	2za7A12.pdb1	645.1
2za7A10.pdb1	2za7A22.pdb1	593.4
2za7A10.pdb1	2za7A8.pdb1	51.1
2za7A10.pdb1	2za7A20.pdb1	645.1
2za7A10.pdb1	2za7A19.pdb1	596.5
2za7A10.pdb1	2za7A9.pdb1	1331.45
2za7A6.pdb1	2za7A5.pdb1	1325.5
2za7A6.pdb1	2za7A8.pdb1	593.4
2za7A6.pdb1	2za7A1.pdb1	596.25
2za7A6.pdb1	2za7A17.pdb1	50.9
2za7A22.pdb1	2za7A11.pdb1	641.05
2za7A22.pdb1	2za7A3.pdb1	50.9
2za7A22.pdb1	2za7A21.pdb1	1325.5
2za7A22.pdb1	2za7A19.pdb1	596.25
2za7A22.pdb1	2za7A9.pdb1	640.65
2za7A11.pdb1	2za7A3.pdb1	640.65
2za7A11.pdb1	2za7A21.pdb1	596.25
2za7A11.pdb1	2za7A12.pdb1	1331.4
2za7A11.pdb1	2za7A9.pdb1	51.5
2za7A5.pdb1	2za7A14.pdb1	593.35
2za7A5.pdb1	2za7A1.pdb1	641.05
2za7A14.pdb1	2za7A16.pdb1	645.1
2za7A14.pdb1	2za7A12.pdb1	645.1
2za7A8.pdb1	2za7A20.pdb1	645.1
2za7A8.pdb1	2za7A1.pdb1	596.5
2za7A20.pdb1	2za7A19.pdb1	1331.45
2za7A17.pdb1	2za7A16.pdb1	593.35
2za7A3.pdb1	2za7A12.pdb1	593.35
2za7A3.pdb1	2za7A9.pdb1	641.05
2za7A16.pdb1	2za7A12.pdb1	51.1
2za7A21.pdb1	2za7A19.pdb1	641.05
4zaeB1.pdb1	4zaeA1.pdb1	830.15
4za5A1.pdb1	4za5A2.pdb1	3759.9
1zawA1.pdb1	1zawY1.pdb1	387.25
1zawA1.pdb1	1zawZ1.pdb1	291.35
1zawA1.pdb1	1zawU1.pdb1	394.2
1zawA1.pdb1	1zawW1.pdb1	380.25
1zawA1.pdb1	1zawX1.pdb1	319.9
1zawA1.pdb1	1zawV1.pdb1	714.25
1zawY1.pdb1	1zawZ1.pdb1	601.8
1zawY1.pdb1	1zawW1.pdb1	65.5
1zawZ1.pdb1	1zawW1.pdb1	295.55
1zawZ1.pdb1	1zawX1.pdb1	49.25
1zawU1.pdb1	1zawW1.pdb1	81.5
1zawU1.pdb1	1zawX1.pdb1	304.3
1zawU1.pdb1	1zawV1.pdb1	710.7
1zawW1.pdb1	1zawX1.pdb1	701.1
1zawX1.pdb1	1zawV1.pdb1	98.45
2zaeD1.pdb2	2zaeC1.pdb2	1191.8
4zahD1.pdb2	4zahC1.pdb2	2210.95
2za4A1.pdb1	2za4B1.pdb1	744.1
1za6F2.pdb3	1za6E2.pdb3	1715.4
1za6F2.pdb3	1za6H2.pdb3	1272.55
1za6F2.pdb3	1za6E1.pdb3	219.85
1za6F2.pdb3	1za6C2.pdb3	317.35
1za6F2.pdb3	1za6G1.pdb3	272.9
1za6F2.pdb3	1za6H1.pdb3	321.65
1za6F2.pdb3	1za6D2.pdb3	126.0
1za6F2.pdb3	1za6F1.pdb3	440.8
1za6F2.pdb3	1za6G2.pdb3	75.5
1za6B1.pdb3	1za6A2.pdb3	214.4
1za6B1.pdb3	1za6A1.pdb3	1658.7
1za6B1.pdb3	1za6C2.pdb3	236.85
1za6B1.pdb3	1za6B2.pdb3	484.0
1za6B1.pdb3	1za6G1.pdb3	304.7
1za6B1.pdb3	1za6C1.pdb3	73.8
1za6B1.pdb3	1za6H1.pdb3	133.9
1za6B1.pdb3	1za6D2.pdb3	295.25
1za6B1.pdb3	1za6D1.pdb3	1248.05
1za6E2.pdb3	1za6H2.pdb3	547.65
1za6E2.pdb3	1za6G1.pdb3	483.45
1za6E2.pdb3	1za6H1.pdb3	292.2
1za6E2.pdb3	1za6D2.pdb3	338.35
1za6E2.pdb3	1za6F1.pdb3	219.8
1za6A2.pdb3	1za6H2.pdb3	322.6
1za6A2.pdb3	1za6B2.pdb3	1658.7
1za6A2.pdb3	1za6C1.pdb3	426.75
1za6A2.pdb3	1za6D2.pdb3	520.4
1za6A2.pdb3	1za6D1.pdb3	300.1
1za6H2.pdb3	1za6E1.pdb3	292.25
1za6H2.pdb3	1za6B2.pdb3	133.9
1za6H2.pdb3	1za6F1.pdb3	321.65
1za6H2.pdb3	1za6G2.pdb3	1665.4
1za6A1.pdb3	1za6C2.pdb3	426.75
1za6A1.pdb3	1za6B2.pdb3	214.4
1za6A1.pdb3	1za6H1.pdb3	322.6
1za6A1.pdb3	1za6D2.pdb3	300.1
1za6A1.pdb3	1za6D1.pdb3	520.4
1za6E1.pdb3	1za6H1.pdb3	547.7
1za6E1.pdb3	1za6D1.pdb3	338.4
1za6E1.pdb3	1za6F1.pdb3	1715.45
1za6E1.pdb3	1za6G2.pdb3	483.5
1za6C2.pdb3	1za6B2.pdb3	73.8
1za6C2.pdb3	1za6G1.pdb3	64.7
1za6C2.pdb3	1za6D2.pdb3	1632.55
1za6B2.pdb3	1za6C1.pdb3	236.85
1za6B2.pdb3	1za6D2.pdb3	1248.05
1za6B2.pdb3	1za6D1.pdb3	295.25
1za6B2.pdb3	1za6G2.pdb3	304.7
1za6G1.pdb3	1za6H1.pdb3	1665.4
1za6G1.pdb3	1za6F1.pdb3	75.55
1za6C1.pdb3	1za6D1.pdb3	1632.55
1za6C1.pdb3	1za6F1.pdb3	317.35
1za6C1.pdb3	1za6G2.pdb3	64.7
1za6H1.pdb3	1za6F1.pdb3	1272.55
1za6D1.pdb3	1za6F1.pdb3	126.0
1za6F1.pdb3	1za6G2.pdb3	272.9
5za0A2.pdb1	5za0A4.pdb1	517.7
5za0A2.pdb1	5za0A1.pdb1	2001.35
5za0A2.pdb1	5za0A3.pdb1	1357.3
5za0A4.pdb1	5za0A1.pdb1	1357.3
5za0A4.pdb1	5za0A3.pdb1	2001.3
5za0A1.pdb1	5za0A3.pdb1	517.7
1zavW1.pdb1	1zavY1.pdb1	58.05
1zavW1.pdb1	1zavU1.pdb1	59.6
1zavW1.pdb1	1zavZ1.pdb1	309.45
1zavW1.pdb1	1zavX1.pdb1	785.15
1zavW1.pdb1	1zavA1.pdb1	392.15
1zavV1.pdb1	1zavU1.pdb1	761.5
1zavV1.pdb1	1zavX1.pdb1	58.25
1zavV1.pdb1	1zavA1.pdb1	699.9
1zavY1.pdb1	1zavZ1.pdb1	664.45
1zavY1.pdb1	1zavA1.pdb1	449.6
1zavU1.pdb1	1zavX1.pdb1	304.3
1zavU1.pdb1	1zavA1.pdb1	388.85
1zavZ1.pdb1	1zavX1.pdb1	63.8
1zavZ1.pdb1	1zavA1.pdb1	355.65
1zavX1.pdb1	1zavA1.pdb1	334.45
4zasC1.pdb2	4zasD1.pdb2	2192.75
2zavB2.pdb2	2zavB3.pdb2	698.2
2zavB2.pdb2	2zavB1.pdb2	698.25
2zavB3.pdb2	2zavB1.pdb2	698.15
4za9A1.pdb1	4za9A2.pdb1	3764.8
4zaxA3.pdb1	4zaxA1.pdb1	1482.2
4zaxA3.pdb1	4zaxA8.pdb1	838.2
4zaxA3.pdb1	4zaxA10.pdb1	838.65
4zaxA3.pdb1	4zaxA5.pdb1	583.85
4zaxA3.pdb1	4zaxA12.pdb1	588.15
4zaxA11.pdb1	4zaxA4.pdb1	838.65
4zaxA11.pdb1	4zaxA9.pdb1	1479.8
4zaxA11.pdb1	4zaxA1.pdb1	588.15
4zaxA11.pdb1	4zaxA6.pdb1	839.6
4zaxA11.pdb1	4zaxA8.pdb1	588.1
4zaxA4.pdb1	4zaxA9.pdb1	588.15
4zaxA4.pdb1	4zaxA7.pdb1	583.85
4zaxA4.pdb1	4zaxA2.pdb1	1482.2
4zaxA4.pdb1	4zaxA6.pdb1	838.2
4zaxA9.pdb1	4zaxA7.pdb1	588.1
4zaxA9.pdb1	4zaxA1.pdb1	838.65
4zaxA9.pdb1	4zaxA5.pdb1	839.6
4zaxA7.pdb1	4zaxA2.pdb1	838.2
4zaxA7.pdb1	4zaxA5.pdb1	1477.2
4zaxA7.pdb1	4zaxA12.pdb1	839.6
4zaxA2.pdb1	4zaxA6.pdb1	583.85
4zaxA2.pdb1	4zaxA10.pdb1	588.15
4zaxA2.pdb1	4zaxA12.pdb1	838.65
4zaxA1.pdb1	4zaxA8.pdb1	583.85
4zaxA1.pdb1	4zaxA5.pdb1	838.2
4zaxA6.pdb1	4zaxA8.pdb1	1477.2
4zaxA6.pdb1	4zaxA10.pdb1	588.1
4zaxA8.pdb1	4zaxA10.pdb1	839.6
4zaxA10.pdb1	4zaxA12.pdb1	1479.8
4zaxA5.pdb1	4zaxA12.pdb1	588.1
2zatA1.pdb2	2zatD1.pdb2	1524.25
1zanL1.pdb1	1zanH1.pdb1	1768.7
4za7A2.pdb1	4za7A1.pdb1	3761.0
5zauB1.pdb1	5zauA1.pdb1	769.7
4za3A1.pdb1	4za3B1.pdb1	1656.1
2za4D1.pdb2	2za4C1.pdb2	729.55
2zatA1.pdb1	2zatC1.pdb1	355.4
2zatA1.pdb1	2zatD1.pdb1	1524.25
2zatA1.pdb1	2zatB1.pdb1	1474.6
2zatC1.pdb1	2zatD1.pdb1	1483.85
2zatC1.pdb1	2zatB1.pdb1	1502.0
2zatD1.pdb1	2zatB1.pdb1	340.6
4zarA1.pdb1	4zarB1.pdb1	243.35
5za3A1.pdb1	5za3B1.pdb1	329.9
1za5A1.pdb1	1za5B1.pdb1	919.5
2zaiA1.pdb5	2zaiB1.pdb5	1308.4
2zagC1.pdb6	2zagD1.pdb6	1313.05
1zafB1.pdb1	1zafA1.pdb1	1261.8
1zafB1.pdb1	1zafD1.pdb1	500.05
1zafA1.pdb1	1zafC1.pdb1	561.05
2zakB1.pdb1	2zakA1.pdb1	1543.65
1zajA1.pdb1	1zajB1.pdb1	1162.1
1zajA1.pdb1	1zajC1.pdb1	70.75
1zajA1.pdb1	1zajD1.pdb1	1336.65
1zajB1.pdb1	1zajC1.pdb1	1312.15
1zajB1.pdb1	1zajD1.pdb1	57.65
1zajC1.pdb1	1zajD1.pdb1	1239.4
4za0B1.pdb1	4za0A1.pdb1	1973.9
2zaiD1.pdb6	2zaiC1.pdb6	1326.25
4zayA5.pdb1	4zayA1.pdb1	862.0
4zayA5.pdb1	4zayA12.pdb1	613.45
4zayA5.pdb1	4zayA3.pdb1	607.65
4zayA5.pdb1	4zayA9.pdb1	862.65
4zayA5.pdb1	4zayA7.pdb1	1489.9
4zayA10.pdb1	4zayA8.pdb1	862.65
4zayA10.pdb1	4zayA12.pdb1	1485.8
4zayA10.pdb1	4zayA3.pdb1	863.4
4zayA10.pdb1	4zayA2.pdb1	613.35
4zayA10.pdb1	4zayA6.pdb1	613.45
4zayA8.pdb1	4zayA1.pdb1	607.65
4zayA8.pdb1	4zayA3.pdb1	862.0
4zayA8.pdb1	4zayA11.pdb1	613.45
4zayA8.pdb1	4zayA6.pdb1	1489.9
4zayA1.pdb1	4zayA3.pdb1	1490.6
4zayA1.pdb1	4zayA11.pdb1	613.35
4zayA1.pdb1	4zayA9.pdb1	863.4
4zayA12.pdb1	4zayA3.pdb1	613.35
4zayA12.pdb1	4zayA2.pdb1	863.4
4zayA12.pdb1	4zayA7.pdb1	862.65
4zayA4.pdb1	4zayA2.pdb1	1490.6
4zayA4.pdb1	4zayA11.pdb1	863.4
4zayA4.pdb1	4zayA9.pdb1	613.35
4zayA4.pdb1	4zayA6.pdb1	862.0
4zayA4.pdb1	4zayA7.pdb1	607.65
4zayA2.pdb1	4zayA6.pdb1	607.65
4zayA2.pdb1	4zayA7.pdb1	862.0
4zayA11.pdb1	4zayA9.pdb1	1485.8
4zayA11.pdb1	4zayA6.pdb1	862.65
4zayA9.pdb1	4zayA7.pdb1	613.45
2zafB1.pdb1	2zafD1.pdb1	2673.2
2zafB1.pdb1	2zafA1.pdb1	2084.5
2zafB1.pdb1	2zafC1.pdb1	175.25
2zafD1.pdb1	2zafA1.pdb1	180.85
2zafD1.pdb1	2zafC1.pdb1	2100.4
2zafA1.pdb1	2zafC1.pdb1	2660.8
5zakA1.pdb1	5zakB1.pdb1	1059.55
4zasE1.pdb3	4zasF1.pdb3	2197.1
1zabB1.pdb2	1zabD1.pdb2	466.6
1zabB1.pdb2	1zabB2.pdb2	170.8
1zabB1.pdb2	1zabC1.pdb2	1242.4
1zabB1.pdb2	1zabA1.pdb2	833.6
1zabB1.pdb2	1zabA2.pdb2	134.1
1zabD1.pdb2	1zabC1.pdb2	880.25
1zabD1.pdb2	1zabA1.pdb2	1303.6
1zabB2.pdb2	1zabA1.pdb2	134.1
1zabB2.pdb2	1zabC2.pdb2	1242.4
1zabB2.pdb2	1zabD2.pdb2	466.6
1zabB2.pdb2	1zabA2.pdb2	833.6
1zabC1.pdb2	1zabA1.pdb2	476.25
1zabA1.pdb2	1zabA2.pdb2	704.6
1zabC2.pdb2	1zabD2.pdb2	880.25
1zabC2.pdb2	1zabA2.pdb2	476.25
1zabD2.pdb2	1zabA2.pdb2	1303.6
1za6B1.pdb1	1za6A1.pdb1	1658.7
1za6B1.pdb1	1za6D1.pdb1	1244.2
1za6B1.pdb1	1za6C1.pdb1	73.8
1za6A1.pdb1	1za6D1.pdb1	520.4
1za6D1.pdb1	1za6C1.pdb1	1632.55
1za3A1.pdb1	1za3B1.pdb1	1542.7
1za3A1.pdb1	1za3S1.pdb1	275.0
1za3B1.pdb1	1za3S1.pdb1	561.75
2za2B1.pdb1	2za2A1.pdb1	2144.45
4za1B1.pdb1	4za1C1.pdb1	880.15
4za1B1.pdb1	4za1A1.pdb1	123.1
4za1C1.pdb1	4za1A1.pdb1	232.9
2zasA2.pdb1	2zasA1.pdb1	1357.55
2zatC1.pdb4	2zatD1.pdb4	1483.85
4zahA1.pdb1	4zahB1.pdb1	2277.15
1za1C2.pdb1	1za1B1.pdb1	251.7
1za1C2.pdb1	1za1D1.pdb1	31.65
1za1C2.pdb1	1za1C3.pdb1	970.25
1za1C2.pdb1	1za1A1.pdb1	330.4
1za1C2.pdb1	1za1C1.pdb1	970.3
1za1C2.pdb1	1za1D2.pdb1	631.45
1za1A3.pdb1	1za1B1.pdb1	32.0
1za1A3.pdb1	1za1D1.pdb1	265.35
1za1A3.pdb1	1za1B3.pdb1	622.15
1za1A3.pdb1	1za1A1.pdb1	893.05
1za1A3.pdb1	1za1A2.pdb1	893.0
1za1A3.pdb1	1za1C1.pdb1	330.35
1za1D3.pdb1	1za1B3.pdb1	1127.65
1za1D3.pdb1	1za1C3.pdb1	631.45
1za1D3.pdb1	1za1A2.pdb1	265.4
1za1D3.pdb1	1za1C1.pdb1	31.65
1za1B1.pdb1	1za1D1.pdb1	1127.65
1za1B1.pdb1	1za1A1.pdb1	622.15
1za1D1.pdb1	1za1C1.pdb1	631.4
1za1B3.pdb1	1za1A2.pdb1	32.0
1za1B3.pdb1	1za1C1.pdb1	251.65
1za1C3.pdb1	1za1B2.pdb1	251.7
1za1C3.pdb1	1za1A2.pdb1	330.35
1za1C3.pdb1	1za1C1.pdb1	970.3
1za1C3.pdb1	1za1D2.pdb1	31.6
1za1B2.pdb1	1za1A1.pdb1	32.05
1za1B2.pdb1	1za1A2.pdb1	622.15
1za1B2.pdb1	1za1D2.pdb1	1127.6
1za1A1.pdb1	1za1A2.pdb1	893.05
1za1A1.pdb1	1za1D2.pdb1	265.4
